season,country,quarter,semi,final,won,highest
1977/78,Belgium,1,1,1,0,3
1977/78,Scotland,0,0,0,0,0
1977/78,Serbia,0,0,0,0,0
1977/78,Czechia,0,0,0,0,0
1977/78,Bulgaria,0,0,0,0,0
1977/78,Romania,0,0,0,0,0
1977/78,Denmark,0,0,0,0,0
1977/78,Finland,0,0,0,0,0
1977/78,Austria,1,0,0,0,1
1977/78,Belarus,0,0,0,0,0
1977/78,Switzerland,0,0,0,0,0
1977/78,Armenia,0,0,0,0,0
1977/78,Hungary,0,0,0,0,0
1977/78,Northern Ireland,0,0,0,0,0
1976/77,England,1,1,1,1,4
1976/77,Spain,0,0,0,0,0
1976/77,Germany,3,1,1,0,3
1976/77,France,1,0,0,0,1
1976/77,Italy,0,0,0,0,0
1976/77,Portugal,0,0,0,0,0
1976/77,Holland,0,0,0,0,0
1976/77,Turkiye,0,0,0,0,0
1976/77,Cyprus,0,0,0,0,0
1976/77,Ukraine,1,1,0,0,2
1976/77,Russia,0,0,0,0,0
1976/77,Greece,0,0,0,0,0
1976/77,Norway,0,0,0,0,0
1976/77,Poland,0,0,0,0,0
1976/77,Sweden,0,0,0,0,0
1976/77,Crotia,0,0,0,0,0
1976/77,Belgium,1,0,0,0,1
1976/77,Scotland,0,0,0,0,0
1976/77,Serbia,0,0,0,0,0
1976/77,Czechia,0,0,0,0,0
1976/77,Bulgaria,0,0,0,0,0
1976/77,Romania,0,0,0,0,0
1976/77,Denmark,0,0,0,0,0
1976/77,Finland,0,0,0,0,0
1976/77,Austria,0,0,0,0,0
1976/77,Belarus,0,0,0,0,0
1976/77,Switzerland,1,1,0,0,2
1976/77,Armenia,0,0,0,0,0
1976/77,Hungary,0,0,0,0,0
1976/77,Northern Ireland,0,0,0,0,0
1975/76,England,0,0,0,0,0
1975/76,Spain,1,1,0,0,2
1975/76,Germany,2,1,1,1,4
1975/76,France,1,1,1,0,3
1975/76,Italy,0,0,0,0,0
1975/76,Portugal,1,0,0,0,1
1975/76,Holland,1,1,0,0,2
1975/76,Turkiye,0,0,0,0,0
1975/76,Cyprus,0,0,0,0,0
1975/76,Ukraine,1,0,0,0,1
1975/76,Russia,0,0,0,0,0
1975/76,Greece,0,0,0,0,0
1975/76,Norway,0,0,0,0,0
1975/76,Poland,0,0,0,0,0
1975/76,Sweden,0,0,0,0,0
1975/76,Crotia,1,0,0,0,1
1975/76,Belgium,0,0,0,0,0
1975/76,Scotland,0,0,0,0,0
1975/76,Serbia,0,0,0,0,0
1975/76,Czechia,0,0,0,0,0
1975/76,Bulgaria,0,0,0,0,0
1975/76,Romania,0,0,0,0,0
1975/76,Denmark,0,0,0,0,0
1975/76,Finland,0,0,0,0,0
1975/76,Austria,0,0,0,0,0
1975/76,Belarus,0,0,0,0,0
1975/76,Switzerland,0,0,0,0,0
1975/76,Armenia,0,0,0,0,0
1975/76,Hungary,0,0,0,0,0
1975/76,Northern Ireland,0,0,0,0,0
1974/75,England,1,1,1,0,3
1974/75,Spain,1,1,0,0,2
1974/75,Germany,1,1,1,1,4
1974/75,France,1,1,0,0,2
1974/75,Italy,0,0,0,0,0
1974/75,Portugal,0,0,0,0,0
1974/75,Holland,0,0,0,0,0
1974/75,Turkiye,0,0,0,0,0
1974/75,Cyprus,0,0,0,0,0
1974/75,Ukraine,0,0,0,0,0
1974/75,Russia,0,0,0,0,0
1974/75,Greece,0,0,0,0,0
1974/75,Norway,0,0,0,0,0
1974/75,Poland,1,0,0,0,1
1974/75,Sweden,1,0,0,0,1
1974/75,Crotia,0,0,0,0,0
1974/75,Belgium,1,0,0,0,1
1974/75,Scotland,0,0,0,0,0
1974/75,Serbia,0,0,0,0,0
1974/75,Czechia,0,0,0,0,0
1974/75,Bulgaria,0,0,0,0,0
1974/75,Romania,0,0,0,0,0
1974/75,Denmark,0,0,0,0,0
1974/75,Finland,0,0,0,0,0
1974/75,Austria,0,0,0,0,0
1974/75,Belarus,0,0,0,0,0
1974/75,Switzerland,0,0,0,0,0
1974/75,Armenia,1,0,0,0,1
1974/75,Hungary,0,0,0,0,0
1974/75,Northern Ireland,0,0,0,0,0
1973/74,England,0,0,0,0,0
1973/74,Spain,1,1,1,0,3
1973/74,Germany,1,1,1,1,4
1973/74,France,0,0,0,0,0
1973/74,Italy,0,0,0,0,0
1973/74,Portugal,0,0,0,0,0
1973/74,Holland,0,0,0,0,0
1973/74,Turkiye,0,0,0,0,0
1973/74,Cyprus,0,0,0,0,0
1973/74,Ukraine,0,0,0,0,0
1973/74,Russia,0,0,0,0,0
1973/74,Greece,0,0,0,0,0
1973/74,Norway,0,0,0,0,0
1973/74,Poland,0,0,0,0,0
1973/74,Sweden,0,0,0,0,0
1973/74,Crotia,0,0,0,0,0
1973/74,Belgium,0,0,0,0,0
1973/74,Scotland,1,1,0,0,2
1973/74,Serbia,1,0,0,0,1
1973/74,Czechia,1,0,0,0,1
1973/74,Bulgaria,1,0,0,0,1
1973/74,Romania,0,0,0,0,0
1973/74,Denmark,0,0,0,0,0
1973/74,Finland,0,0,0,0,0
1973/74,Austria,0,0,0,0,0
1973/74,Belarus,0,0,0,0,0
1973/74,Switzerland,1,0,0,0,1
1973/74,Armenia,0,0,0,0,0
1973/74,Hungary,1,1,0,0,2
1973/74,Northern Ireland,0,0,0,0,0
1972/73,England,1,1,0,0,2
1972/73,Spain,1,1,0,0,2
1972/73,Germany,1,0,0,0,1
1972/73,France,0,0,0,0,0
1972/73,Italy,1,1,1,0,3
1972/73,Portugal,0,0,0,0,0
1972/73,Holland,1,1,1,1,4
1972/73,Turkiye,0,0,0,0,0
1972/73,Cyprus,0,0,0,0,0
1972/73,Ukraine,1,0,0,0,1
1972/73,Russia,0,0,0,0,0
1972/73,Greece,0,0,0,0,0
1972/73,Norway,0,0,0,0,0
1972/73,Poland,0,0,0,0,0
1972/73,Sweden,0,0,0,0,0
1972/73,Crotia,0,0,0,0,0
1972/73,Belgium,0,0,0,0,0
1972/73,Scotland,0,0,0,0,0
1972/73,Serbia,0,0,0,0,0
1972/73,Czechia,1,0,0,0,1
1972/73,Bulgaria,0,0,0,0,0
1972/73,Romania,0,0,0,0,0
1972/73,Denmark,0,0,0,0,0
1972/73,Finland,0,0,0,0,0
1972/73,Austria,0,0,0,0,0
1972/73,Belarus,0,0,0,0,0
1972/73,Switzerland,0,0,0,0,0
1972/73,Armenia,0,0,0,0,0
1972/73,Hungary,1,0,0,0,1
1972/73,Northern Ireland,0,0,0,0,0
1971/72,England,1,0,0,0,1
1971/72,Spain,0,0,0,0,0
1971/72,Germany,0,0,0,0,0
1971/72,France,0,0,0,0,0
1971/72,Italy,1,1,1,0,3
1971/72,Portugal,1,1,0,0,2
1971/72,Holland,2,1,1,1,4
1971/72,Turkiye,0,0,0,0,0
1971/72,Cyprus,0,0,0,0,0
1971/72,Ukraine,0,0,0,0,0
1971/72,Russia,0,0,0,0,0
1971/72,Greece,0,0,0,0,0
1971/72,Norway,0,0,0,0,0
1971/72,Poland,0,0,0,0,0
1971/72,Sweden,0,0,0,0,0
1971/72,Crotia,0,0,0,0,0
1971/72,Belgium,1,0,0,0,1
1971/72,Scotland,1,1,0,0,2
1971/72,Serbia,0,0,0,0,0
1971/72,Czechia,0,0,0,0,0
1971/72,Bulgaria,0,0,0,0,0
1971/72,Romania,0,0,0,0,0
1971/72,Denmark,0,0,0,0,0
1971/72,Finland,0,0,0,0,0
1971/72,Austria,0,0,0,0,0
1971/72,Belarus,0,0,0,0,0
1971/72,Switzerland,0,0,0,0,0
1971/72,Armenia,0,0,0,0,0
1971/72,Hungary,1,0,0,0,1
1971/72,Northern Ireland,0,0,0,0,0
1970/71,England,1,0,0,0,1
1970/71,Spain,1,1,0,0,2
1970/71,Germany,1,0,0,0,1
1970/71,France,0,0,0,0,0
1970/71,Italy,0,0,0,0,0
1970/71,Portugal,0,0,0,0,0
1970/71,Holland,1,1,1,1,4
1970/71,Turkiye,0,0,0,0,0
1970/71,Cyprus,0,0,0,0,0
1970/71,Ukraine,0,0,0,0,0
1970/71,Russia,0,0,0,0,0
1970/71,Greece,1,1,1,0,3
1970/71,Norway,0,0,0,0,0
1970/71,Poland,1,0,0,0,1
1970/71,Sweden,0,0,0,0,0
1970/71,Crotia,0,0,0,0,0
1970/71,Belgium,0,0,0,0,0
1970/71,Scotland,1,0,0,0,1
1970/71,Serbia,1,1,0,0,2
1970/71,Czechia,0,0,0,0,0
1970/71,Bulgaria,0,0,0,0,0
1970/71,Romania,0,0,0,0,0
1970/71,Denmark,0,0,0,0,0
1970/71,Finland,0,0,0,0,0
1970/71,Austria,0,0,0,0,0
1970/71,Belarus,0,0,0,0,0
1970/71,Switzerland,0,0,0,0,0
1970/71,Armenia,0,0,0,0,0
1970/71,Hungary,0,0,0,0,0
1970/71,Northern Ireland,0,0,0,0,0
1969/70,England,1,1,0,0,2
1969/70,Spain,0,0,0,0,0
1969/70,Germany,1,0,0,0,1
1969/70,France,0,0,0,0,0
1969/70,Italy,1,0,0,0,1
1969/70,Portugal,0,0,0,0,0
1969/70,Holland,1,1,1,1,4
1969/70,Turkiye,1,0,0,0,1
1969/70,Cyprus,0,0,0,0,0
1969/70,Ukraine,0,0,0,0,0
1969/70,Russia,0,0,0,0,0
1969/70,Greece,0,0,0,0,0
1969/70,Norway,0,0,0,0,0
1969/70,Poland,1,1,0,0,2
1969/70,Sweden,0,0,0,0,0
1969/70,Crotia,0,0,0,0,0
1969/70,Belgium,1,0,0,0,1
1969/70,Scotland,1,1,1,0,3
1969/70,Serbia,0,0,0,0,0
1969/70,Czechia,0,0,0,0,0
1969/70,Bulgaria,0,0,0,0,0
1969/70,Romania,0,0,0,0,0
1969/70,Denmark,0,0,0,0,0
1969/70,Finland,0,0,0,0,0
1969/70,Austria,0,0,0,0,0
1969/70,Belarus,0,0,0,0,0
1969/70,Switzerland,0,0,0,0,0
1969/70,Armenia,0,0,0,0,0
1969/70,Hungary,0,0,0,0,0
1969/70,Northern Ireland,0,0,0,0,0
1968/69,England,1,1,0,0,2
1968/69,Spain,0,0,0,0,0
1968/69,Germany,0,0,0,0,0
1968/69,France,0,0,0,0,0
1968/69,Italy,1,1,1,1,4
1968/69,Portugal,1,0,0,0,1
1968/69,Holland,1,1,1,0,3
1968/69,Turkiye,0,0,0,0,0
1968/69,Cyprus,0,0,0,0,0
1968/69,Ukraine,0,0,0,0,0
1968/69,Russia,0,0,0,0,0
1968/69,Greece,1,0,0,0,1
1968/69,Norway,0,0,0,0,0
1968/69,Poland,0,0,0,0,0
1968/69,Sweden,0,0,0,0,0
1968/69,Crotia,0,0,0,0,0
1968/69,Belgium,0,0,0,0,0
1968/69,Scotland,1,0,0,0,1
1968/69,Serbia,0,0,0,0,0
1968/69,Czechia,1,1,0,0,2
1968/69,Bulgaria,0,0,0,0,0
1968/69,Romania,0,0,0,0,0
1968/69,Denmark,0,0,0,0,0
1968/69,Finland,0,0,0,0,0
1968/69,Austria,1,0,0,0,1
1968/69,Belarus,0,0,0,0,0
1968/69,Switzerland,0,0,0,0,0
1968/69,Armenia,0,0,0,0,0
1968/69,Hungary,0,0,0,0,0
1968/69,Northern Ireland,0,0,0,0,0
1967/68,England,1,1,1,1,4
1967/68,Spain,1,1,0,0,2
1967/68,Germany,1,0,0,0,1
1967/68,France,0,0,0,0,0
1967/68,Italy,1,1,0,0,2
1967/68,Portugal,1,1,1,0,3
1967/68,Holland,0,0,0,0,0
1967/68,Turkiye,0,0,0,0,0
1967/68,Cyprus,0,0,0,0,0
1967/68,Ukraine,0,0,0,0,0
1967/68,Russia,0,0,0,0,0
1967/68,Greece,0,0,0,0,0
1967/68,Norway,0,0,0,0,0
1967/68,Poland,1,0,0,0,1
1967/68,Sweden,0,0,0,0,0
1967/68,Crotia,0,0,0,0,0
1967/68,Belgium,0,0,0,0,0
1967/68,Scotland,0,0,0,0,0
1967/68,Serbia,0,0,0,0,0
1967/68,Czechia,1,0,0,0,1
1967/68,Bulgaria,0,0,0,0,0
1967/68,Romania,0,0,0,0,0
1967/68,Denmark,0,0,0,0,0
1967/68,Finland,0,0,0,0,0
1967/68,Austria,0,0,0,0,0
1967/68,Belarus,0,0,0,0,0
1967/68,Switzerland,0,0,0,0,0
1967/68,Armenia,0,0,0,0,0
1967/68,Hungary,1,0,0,0,1
1967/68,Northern Ireland,0,0,0,0,0
1966/67,England,0,0,0,0,0
1966/67,Spain,1,0,0,0,1
1966/67,Germany,0,0,0,0,0
1966/67,France,0,0,0,0,0
1966/67,Italy,1,1,1,0,3
1966/67,Portugal,0,0,0,0,0
1966/67,Holland,1,0,0,0,1
1966/67,Turkiye,0,0,0,0,0
1966/67,Cyprus,0,0,0,0,0
1966/67,Ukraine,0,0,0,0,0
1966/67,Russia,0,0,0,0,0
1966/67,Greece,0,0,0,0,0
1966/67,Norway,0,0,0,0,0
1966/67,Poland,0,0,0,0,0
1966/67,Sweden,0,0,0,0,0
1966/67,Crotia,0,0,0,0,0
1966/67,Belgium,0,0,0,0,0
1966/67,Scotland,1,1,1,1,4
1966/67,Serbia,1,0,0,0,1
1966/67,Czechia,1,1,0,0,2
1966/67,Bulgaria,1,1,0,0,2
1966/67,Romania,0,0,0,0,0
1966/67,Denmark,0,0,0,0,0
1966/67,Finland,0,0,0,0,0
1966/67,Austria,0,0,0,0,0
1966/67,Belarus,0,0,0,0,0
1966/67,Switzerland,0,0,0,0,0
1966/67,Armenia,0,0,0,0,0
1966/67,Hungary,0,0,0,0,0
1966/67,Northern Ireland,1,0,0,0,1
1965/66,England,1,1,0,0,2
1965/66,Spain,1,1,1,1,4
1965/66,Germany,0,0,0,0,0
1965/66,France,0,0,0,0,0
1965/66,Italy,1,1,0,0,2
1965/66,Portugal,1,0,0,0,1
1965/66,Holland,0,0,0,0,0
1965/66,Turkiye,0,0,0,0,0
1965/66,Cyprus,0,0,0,0,0
1965/66,Ukraine,0,0,0,0,0
1965/66,Russia,0,0,0,0,0
1965/66,Greece,0,0,0,0,0
1965/66,Norway,0,0,0,0,0
1965/66,Poland,0,0,0,0,0
1965/66,Sweden,0,0,0,0,0
1965/66,Crotia,0,0,0,0,0
1965/66,Belgium,1,0,0,0,1
1965/66,Scotland,0,0,0,0,0
1965/66,Serbia,1,1,1,0,3
1965/66,Czechia,1,0,0,0,1
1965/66,Bulgaria,0,0,0,0,0
1965/66,Romania,0,0,0,0,0
1965/66,Denmark,0,0,0,0,0
1965/66,Finland,0,0,0,0,0
1965/66,Austria,0,0,0,0,0
1965/66,Belarus,0,0,0,0,0
1965/66,Switzerland,0,0,0,0,0
1965/66,Armenia,0,0,0,0,0
1965/66,Hungary,1,0,0,0,1
1965/66,Northern Ireland,0,0,0,0,0
1964/65,England,1,1,0,0,2
1964/65,Spain,1,0,0,0,1
1964/65,Germany,1,0,0,0,1
1964/65,France,0,0,0,0,0
1964/65,Italy,1,1,1,1,4
1964/65,Portugal,1,1,1,0,3
1964/65,Holland,1,0,0,0,1
1964/65,Turkiye,0,0,0,0,0
1964/65,Cyprus,0,0,0,0,0
1964/65,Ukraine,0,0,0,0,0
1964/65,Russia,0,0,0,0,0
1964/65,Greece,0,0,0,0,0
1964/65,Norway,0,0,0,0,0
1964/65,Poland,0,0,0,0,0
1964/65,Sweden,0,0,0,0,0
1964/65,Crotia,0,0,0,0,0
1964/65,Belgium,0,0,0,0,0
1964/65,Scotland,1,0,0,0,1
1964/65,Serbia,0,0,0,0,0
1964/65,Czechia,0,0,0,0,0
1964/65,Bulgaria,0,0,0,0,0
1964/65,Romania,0,0,0,0,0
1964/65,Denmark,0,0,0,0,0
1964/65,Finland,0,0,0,0,0
1964/65,Austria,0,0,0,0,0
1964/65,Belarus,0,0,0,0,0
1964/65,Switzerland,0,0,0,0,0
1964/65,Armenia,0,0,0,0,0
1964/65,Hungary,1,1,0,0,2
1964/65,Northern Ireland,0,0,0,0,0
1963/64,England,0,0,0,0,0
1963/64,Spain,1,1,1,0,3
1963/64,Germany,1,1,0,0,2
1963/64,France,0,0,0,0,0
1963/64,Italy,2,1,1,1,4
1963/64,Portugal,0,0,0,0,0
1963/64,Holland,1,0,0,0,1
1963/64,Turkiye,0,0,0,0,0
1963/64,Cyprus,0,0,0,0,0
1963/64,Ukraine,0,0,0,0,0
1963/64,Russia,0,0,0,0,0
1963/64,Greece,0,0,0,0,0
1963/64,Norway,0,0,0,0,0
1963/64,Poland,0,0,0,0,0
1963/64,Sweden,0,0,0,0,0
1963/64,Crotia,0,0,0,0,0
1963/64,Belgium,0,0,0,0,0
1963/64,Scotland,0,0,0,0,0
1963/64,Serbia,1,0,0,0,1
1963/64,Czechia,1,0,0,0,1
1963/64,Bulgaria,0,0,0,0,0
1963/64,Romania,0,0,0,0,0
1963/64,Denmark,0,0,0,0,0
1963/64,Finland,0,0,0,0,0
1963/64,Austria,0,0,0,0,0
1963/64,Belarus,0,0,0,0,0
1963/64,Switzerland,1,1,0,0,2
1963/64,Armenia,0,0,0,0,0
1963/64,Hungary,0,0,0,0,0
1963/64,Northern Ireland,0,0,0,0,0
1962/63,England,0,0,0,0,0
1962/63,Spain,0,0,0,0,0
1962/63,Germany,0,0,0,0,0
1962/63,France,1,0,0,0,1
1962/63,Italy,1,1,1,1,4
1962/63,Portugal,1,1,1,0,3
1962/63,Holland,1,1,0,0,2
1962/63,Turkiye,1,0,0,0,1
1962/63,Cyprus,0,0,0,0,0
1962/63,Ukraine,0,0,0,0,0
1962/63,Russia,0,0,0,0,0
1962/63,Greece,0,0,0,0,0
1962/63,Norway,0,0,0,0,0
1962/63,Poland,0,0,0,0,0
1962/63,Sweden,0,0,0,0,0
1962/63,Crotia,0,0,0,0,0
1962/63,Belgium,1,0,0,0,1
1962/63,Scotland,1,1,0,0,2
1962/63,Serbia,0,0,0,0,0
1962/63,Czechia,1,0,0,0,1
1962/63,Bulgaria,0,0,0,0,0
1962/63,Romania,0,0,0,0,0
1962/63,Denmark,0,0,0,0,0
1962/63,Finland,0,0,0,0,0
1962/63,Austria,0,0,0,0,0
1962/63,Belarus,0,0,0,0,0
1962/63,Switzerland,0,0,0,0,0
1962/63,Armenia,0,0,0,0,0
1962/63,Hungary,0,0,0,0,0
1962/63,Northern Ireland,0,0,0,0,0
1961/62,England,1,1,0,0,2
1961/62,Spain,1,1,1,0,3
1961/62,Germany,1,0,0,0,1
1961/62,France,0,0,0,0,0
1961/62,Italy,1,0,0,0,1
1961/62,Portugal,1,1,1,1,4
1961/62,Holland,0,0,0,0,0
1961/62,Turkiye,0,0,0,0,0
1961/62,Cyprus,0,0,0,0,0
1961/62,Ukraine,0,0,0,0,0
1961/62,Russia,0,0,0,0,0
1961/62,Greece,0,0,0,0,0
1961/62,Norway,0,0,0,0,0
1961/62,Poland,0,0,0,0,0
1961/62,Sweden,0,0,0,0,0
1961/62,Crotia,0,0,0,0,0
1961/62,Belgium,1,1,0,0,2
1961/62,Scotland,1,0,0,0,1
1961/62,Serbia,0,0,0,0,0
1961/62,Czechia,1,0,0,0,1
1961/62,Bulgaria,0,0,0,0,0
1961/62,Romania,0,0,0,0,0
1961/62,Denmark,0,0,0,0,0
1961/62,Finland,0,0,0,0,0
1961/62,Austria,0,0,0,0,0
1961/62,Belarus,0,0,0,0,0
1961/62,Switzerland,0,0,0,0,0
1961/62,Armenia,0,0,0,0,0
1961/62,Hungary,0,0,0,0,0
1961/62,Northern Ireland,0,0,0,0,0
1960/61,England,1,0,0,0,1
1960/61,Spain,1,1,1,0,3
1960/61,Germany,1,1,0,0,2
1960/61,France,0,0,0,0,0
1960/61,Italy,0,0,0,0,0
1960/61,Portugal,1,1,1,1,4
1960/61,Holland,0,0,0,0,0
1960/61,Turkiye,0,0,0,0,0
1960/61,Cyprus,0,0,0,0,0
1960/61,Ukraine,0,0,0,0,0
1960/61,Russia,0,0,0,0,0
1960/61,Greece,0,0,0,0,0
1960/61,Norway,0,0,0,0,0
1960/61,Poland,0,0,0,0,0
1960/61,Sweden,1,0,0,0,1
1960/61,Crotia,0,0,0,0,0
1960/61,Belgium,0,0,0,0,0
1960/61,Scotland,0,0,0,0,0
1960/61,Serbia,0,0,0,0,0
1960/61,Czechia,1,0,0,0,1
1960/61,Bulgaria,0,0,0,0,0
1960/61,Romania,0,0,0,0,0
1960/61,Denmark,1,0,0,0,1
1960/61,Finland,0,0,0,0,0
1960/61,Austria,1,1,0,0,2
1960/61,Belarus,0,0,0,0,0
1960/61,Switzerland,0,0,0,0,0
1960/61,Armenia,0,0,0,0,0
1960/61,Hungary,0,0,0,0,0
1960/61,Northern Ireland,0,0,0,0,0
1959/60,England,1,0,0,0,1
1959/60,Spain,2,2,1,1,4
1959/60,Germany,1,1,1,0,3
1959/60,France,1,0,0,0,1
1959/60,Italy,0,0,0,0,0
1959/60,Portugal,0,0,0,0,0
1959/60,Holland,1,0,0,0,1
1959/60,Turkiye,0,0,0,0,0
1959/60,Cyprus,0,0,0,0,0
1959/60,Ukraine,0,0,0,0,0
1959/60,Russia,0,0,0,0,0
1959/60,Greece,0,0,0,0,0
1959/60,Norway,0,0,0,0,0
1959/60,Poland,0,0,0,0,0
1959/60,Sweden,0,0,0,0,0
1959/60,Crotia,0,0,0,0,0
1959/60,Belgium,0,0,0,0,0
1959/60,Scotland,1,1,0,0,2
1959/60,Serbia,0,0,0,0,0
1959/60,Czechia,0,0,0,0,0
1959/60,Bulgaria,0,0,0,0,0
1959/60,Romania,0,0,0,0,0
1959/60,Denmark,0,0,0,0,0
1959/60,Finland,0,0,0,0,0
1959/60,Austria,1,0,0,0,1
1959/60,Belarus,0,0,0,0,0
1959/60,Switzerland,0,0,0,0,0
1959/60,Armenia,0,0,0,0,0
1959/60,Hungary,0,0,0,0,0
1959/60,Northern Ireland,0,0,0,0,0
1958/59,England,0,0,0,0,0
1958/59,Spain,2,2,1,1,4
1958/59,Germany,2,0,0,0,1
1958/59,France,1,1,1,0,3
1958/59,Italy,0,0,0,0,0
1958/59,Portugal,0,0,0,0,0
1958/59,Holland,0,0,0,0,0
1958/59,Turkiye,0,0,0,0,0
1958/59,Cyprus,0,0,0,0,0
1958/59,Ukraine,0,0,0,0,0
1958/59,Russia,0,0,0,0,0
1958/59,Greece,0,0,0,0,0
1958/59,Norway,0,0,0,0,0
1958/59,Poland,0,0,0,0,0
1958/59,Sweden,0,0,0,0,0
1958/59,Crotia,0,0,0,0,0
1958/59,Belgium,1,0,0,0,1
1958/59,Scotland,0,0,0,0,0
1958/59,Serbia,0,0,0,0,0
1958/59,Czechia,0,0,0,0,0
1958/59,Bulgaria,0,0,0,0,0
1958/59,Romania,0,0,0,0,0
1958/59,Denmark,0,0,0,0,0
1958/59,Finland,0,0,0,0,0
1958/59,Austria,1,0,0,0,1
1958/59,Belarus,0,0,0,0,0
1958/59,Switzerland,1,1,0,0,2
1958/59,Armenia,0,0,0,0,0
1958/59,Hungary,0,0,0,0,0
1958/59,Northern Ireland,0,0,0,0,0
1957/58,England,1,1,0,0,2
1957/58,Spain,2,1,1,1,4
1957/58,Germany,1,0,0,0,1
1957/58,France,0,0,0,0,0
1957/58,Italy,1,1,1,0,3
1957/58,Portugal,0,0,0,0,0
1957/58,Holland,1,0,0,0,1
1957/58,Turkiye,0,0,0,0,0
1957/58,Cyprus,0,0,0,0,0
1957/58,Ukraine,0,0,0,0,0
1957/58,Russia,0,0,0,0,0
1957/58,Greece,0,0,0,0,0
1957/58,Norway,0,0,0,0,0
1957/58,Poland,0,0,0,0,0
1957/58,Sweden,0,0,0,0,0
1957/58,Crotia,0,0,0,0,0
1957/58,Belgium,0,0,0,0,0
1957/58,Scotland,0,0,0,0,0
1957/58,Serbia,1,0,0,0,1
1957/58,Czechia,0,0,0,0,0
1957/58,Bulgaria,0,0,0,0,0
1957/58,Romania,0,0,0,0,0
1957/58,Denmark,0,0,0,0,0
1957/58,Finland,0,0,0,0,0
1957/58,Austria,0,0,0,0,0
1957/58,Belarus,0,0,0,0,0
1957/58,Switzerland,0,0,0,0,0
1957/58,Armenia,0,0,0,0,0
1957/58,Hungary,1,1,0,0,2
1957/58,Northern Ireland,0,0,0,0,0
1956/57,England,1,1,0,0,2
1956/57,Spain,2,1,1,1,4
1956/57,Germany,0,0,0,0,0
1956/57,France,1,0,0,0,1
1956/57,Italy,1,1,1,0,3
1956/57,Portugal,0,0,0,0,0
1956/57,Holland,0,0,0,0,0
1956/57,Turkiye,0,0,0,0,0
1956/57,Cyprus,0,0,0,0,0
1956/57,Ukraine,0,0,0,0,0
1956/57,Russia,0,0,0,0,0
1956/57,Greece,0,0,0,0,0
1956/57,Norway,0,0,0,0,0
1956/57,Poland,0,0,0,0,0
1956/57,Sweden,0,0,0,0,0
1956/57,Crotia,0,0,0,0,0
1956/57,Belgium,0,0,0,0,0
1956/57,Scotland,0,0,0,0,0
1956/57,Serbia,1,1,0,0,2
1956/57,Czechia,0,0,0,0,0
1956/57,Bulgaria,1,0,0,0,1
1956/57,Romania,0,0,0,0,0
1956/57,Denmark,0,0,0,0,0
1956/57,Finland,0,0,0,0,0
1956/57,Austria,0,0,0,0,0
1956/57,Belarus,0,0,0,0,0
1956/57,Switzerland,1,0,0,0,1
1956/57,Armenia,0,0,0,0,0
1956/57,Hungary,0,0,0,0,0
1956/57,Northern Ireland,0,0,0,0,0
1955/56,England,0,0,0,0,0
1955/56,Spain,1,1,1,1,4
1955/56,Germany,0,0,0,0,0
1955/56,France,1,1,1,0,3
1955/56,Italy,1,1,0,0,2
1955/56,Portugal,0,0,0,0,0
1955/56,Holland,0,0,0,0,0
1955/56,Turkiye,0,0,0,0,0
1955/56,Cyprus,0,0,0,0,0
1955/56,Ukraine,0,0,0,0,0
1955/56,Russia,0,0,0,0,0
1955/56,Greece,0,0,0,0,0
1955/56,Norway,0,0,0,0,0
1955/56,Poland,0,0,0,0,0
1955/56,Sweden,1,0,0,0,1
1955/56,Crotia,0,0,0,0,0
1955/56,Belgium,0,0,0,0,0
1955/56,Scotland,1,1,0,0,2
1955/56,Serbia,1,0,0,0,1
1955/56,Czechia,0,0,0,0,0
1955/56,Bulgaria,0,0,0,0,0
1955/56,Romania,0,0,0,0,0
1955/56,Denmark,0,0,0,0,0
1955/56,Finland,0,0,0,0,0
1955/56,Austria,1,0,0,0,1
1955/56,Belarus,0,0,0,0,0
1955/56,Switzerland,0,0,0,0,0
1955/56,Armenia,0,0,0,0,0
1955/56,Hungary,1,0,0,0,1
1955/56,Northern Ireland,0,0,0,0,0
